NAICS CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,Employment Size of the Enterprise,,,,,,,,
44122,"Motorcycle, boat, & other motor vehicle dealers",Firms,"12,076","1,447","5,069","2,486","1,730","10,732","1,268",59,"12,059",17
44122,"Motorcycle, boat, & other motor vehicle dealers",Establishments,"13,079","1,447","5,073","2,514","1,827","10,861","1,556",182,"12,599",480
44122,"Motorcycle, boat, & other motor vehicle dealers",Employment,"104,634",0,"11,282","16,497","23,200","50,979","40,908","5,783","97,670","6,964"
44122,"Motorcycle, boat, & other motor vehicle dealers","Annual Payroll ($1,000)","3,249,191","59,762","274,389","430,673","709,342","1,474,166","1,434,593","182,194","3,090,953","158,238"
44122,"Motorcycle, boat, & other motor vehicle dealers","Receipts ($1,000)","32,860,186","887,938","3,576,227","4,756,967","7,113,173","16,334,305","13,126,702","1,609,912","31,070,919","1,789,267"
441221,Motorcycle dealers,Firms,"4,488",503,"1,575",860,773,"3,711",754,21,"4,486",2
441221,Motorcycle dealers,Establishments,"4,673",503,"1,576",863,790,"3,732",875,64,"4,671",2
441221,Motorcycle dealers,Employment,"48,037",0,"3,552","5,850","10,640","20,042","25,259",[g],[k],[f]
441221,Motorcycle dealers,"Annual Payroll ($1,000)","1,587,021","25,773","77,210","142,680","324,042","569,705","922,387",(D),(D),(D)
441221,Motorcycle dealers,"Receipts ($1,000)","15,253,753","327,525","962,211","1,699,019","3,390,765","6,379,520","8,075,705",(D),(D),(D)
441222,Boat dealers,Firms,"4,721",561,"2,073","1,044",650,"4,328",358,24,"4,710",11
441222,Boat dealers,Establishments,"5,482",561,"2,075","1,065",709,"4,410",510,88,"5,008",474
441222,Boat dealers,Employment,"38,341",0,"4,645","6,826","8,515","19,986","10,869","1,470","32,325","6,016"
441222,Boat dealers,"Annual Payroll ($1,000)","1,146,597","19,592","124,041","192,318","271,370","607,321","367,477","56,467","1,031,265","115,332"
441222,Boat dealers,"Receipts ($1,000)","11,750,074","236,406","1,478,386","2,000,400","2,535,286","6,250,478","3,557,701","531,162","10,339,341","1,410,733"
441229,All other motor vehicle dealers,Firms,"2,872",383,"1,421",582,309,"2,695",158,15,"2,868",4
441229,All other motor vehicle dealers,Establishments,"2,924",383,"1,422",586,328,"2,719",171,30,"2,920",4
441229,All other motor vehicle dealers,Employment,"18,256",0,"3,085","3,821","4,045","10,951","4,780",[g],[j],[e]
441229,All other motor vehicle dealers,"Annual Payroll ($1,000)","515,573","14,397","73,138","95,675","113,930","297,140","144,729",(D),(D),(D)
441229,All other motor vehicle dealers,"Receipts ($1,000)","5,856,359","324,007","1,135,630","1,057,548","1,187,122","3,704,307","1,493,296",(D),(D),(D)
4413,"Automotive parts, accessories, & tire stores",Firms,"34,092","2,762","14,826","8,634","4,918","31,140","2,471",373,"33,984",108
4413,"Automotive parts, accessories, & tire stores",Establishments,"58,371","2,771","14,861","8,826","5,627","32,085","5,154","2,978","40,217","18,154"
4413,"Automotive parts, accessories, & tire stores",Employment,"491,407",0,"34,604","56,839","63,657","155,100","79,499","36,620","271,219","220,188"
4413,"Automotive parts, accessories, & tire stores","Annual Payroll ($1,000)","12,143,035","81,102","701,744","1,311,119","1,588,037","3,682,002","2,225,740","1,065,882","6,973,624","5,169,411"
4413,"Automotive parts, accessories, & tire stores","Receipts ($1,000)","71,406,981","605,350","5,093,331","7,286,863","8,061,036","21,046,580","12,797,050","6,480,206","40,323,836","31,083,145"
44131,Automotive parts & accessories stores,Firms,"23,482","1,981","10,860","5,695","2,939","21,475","1,652",267,"23,394",88
44131,Automotive parts & accessories stores,Establishments,"39,834","1,984","10,883","5,837","3,424","22,128","3,410","1,601","27,139","12,695"
44131,Automotive parts & accessories stores,Employment,"329,751",0,"25,306","37,036","37,829","100,171","52,793","22,857","175,821","153,930"
44131,Automotive parts & accessories stores,"Annual Payroll ($1,000)","7,582,925","51,620","515,584","829,316","907,374","2,303,894","1,412,190","619,802","4,335,886","3,247,039"
44131,Automotive parts & accessories stores,"Receipts ($1,000)","46,934,715","415,083","3,740,413","4,821,753","4,769,335","13,746,584","8,209,304","3,827,571","25,783,459","21,151,256"
441310,Automotive parts & accessories stores,Firms,"23,482","1,981","10,860","5,695","2,939","21,475","1,652",267,"23,394",88
441310,Automotive parts & accessories stores,Establishments,"39,834","1,984","10,883","5,837","3,424","22,128","3,410","1,601","27,139","12,695"
441310,Automotive parts & accessories stores,Employment,"329,751",0,"25,306","37,036","37,829","100,171","52,793","22,857","175,821","153,930"
441310,Automotive parts & accessories stores,"Annual Payroll ($1,000)","7,582,925","51,620","515,584","829,316","907,374","2,303,894","1,412,190","619,802","4,335,886","3,247,039"
441310,Automotive parts & accessories stores,"Receipts ($1,000)","46,934,715","415,083","3,740,413","4,821,753","4,769,335","13,746,584","8,209,304","3,827,571","25,783,459","21,151,256"
44132,Tire dealers,Firms,"10,714",781,"3,967","2,943","1,993","9,684",858,136,"10,678",36
44132,Tire dealers,Establishments,"18,537",787,"3,978","2,989","2,203","9,957","1,744","1,377","13,078","5,459"
44132,Tire dealers,Employment,"161,656",0,"9,298","19,803","25,828","54,929","26,706","13,763","95,398","66,258"
44132,Tire dealers,"Annual Payroll ($1,000)","4,560,110","29,482","186,160","481,803","680,663","1,378,108","813,550","446,080","2,637,738","1,922,372"
44132,Tire dealers,"Receipts ($1,000)","24,472,266","190,267","1,352,918","2,465,110","3,291,701","7,299,996","4,587,746","2,652,635","14,540,377","9,931,889"
441320,Tire dealers,Firms,"10,714",781,"3,967","2,943","1,993","9,684",858,136,"10,678",36
441320,Tire dealers,Establishments,"18,537",787,"3,978","2,989","2,203","9,957","1,744","1,377","13,078","5,459"
441320,Tire dealers,Employment,"161,656",0,"9,298","19,803","25,828","54,929","26,706","13,763","95,398","66,258"
441320,Tire dealers,"Annual Payroll ($1,000)","4,560,110","29,482","186,160","481,803","680,663","1,378,108","813,550","446,080","2,637,738","1,922,372"
441320,Tire dealers,"Receipts ($1,000)","24,472,266","190,267","1,352,918","2,465,110","3,291,701","7,299,996","4,587,746","2,652,635","14,540,377","9,931,889"
442,Furniture & home furnishings stores,Firms,"49,846","5,247","23,042","11,246","6,308","45,843","3,404",425,"49,672",174
442,Furniture & home furnishings stores,Establishments,"66,360","5,255","23,081","11,553","7,355","47,244","6,509","3,193","56,946","9,414"
442,Furniture & home furnishings stores,Employment,"551,567",0,"52,727","73,848","82,276","208,851","109,938","51,988","370,777","180,790"
442,Furniture & home furnishings stores,"Annual Payroll ($1,000)","13,764,754","173,066","1,088,945","1,738,932","2,219,170","5,220,113","3,315,097","1,628,380","10,163,590","3,601,164"
442,Furniture & home furnishings stores,"Receipts ($1,000)","97,073,126","1,568,535","9,083,591","11,161,806","12,815,000","34,628,932","19,110,523","11,494,884","65,234,339","31,838,787"
4421,Furniture stores,Firms,"21,464","2,188","8,403","5,148","3,371","19,110","1,994",264,"21,368",96
4421,Furniture stores,Establishments,"29,478","2,194","8,426","5,312","3,944","19,876","3,777","2,113","25,766","3,712"
4421,Furniture stores,Employment,"262,634",0,"19,672","34,134","44,471","98,277","65,528","35,072","198,877","63,757"
4421,Furniture stores,"Annual Payroll ($1,000)","7,382,786","79,106","405,627","784,100","1,160,788","2,429,621","1,918,830","1,097,345","5,445,796","1,936,990"
4421,Furniture stores,"Receipts ($1,000)","52,532,504","709,426","3,570,140","5,317,758","6,989,671","16,586,995","11,589,212","8,203,168","36,379,375","16,153,129"
44211,Furniture stores,Firms,"21,464","2,188","8,403","5,148","3,371","19,110","1,994",264,"21,368",96
44211,Furniture stores,Establishments,"29,478","2,194","8,426","5,312","3,944","19,876","3,777","2,113","25,766","3,712"
44211,Furniture stores,Employment,"262,634",0,"19,672","34,134","44,471","98,277","65,528","35,072","198,877","63,757"
44211,Furniture stores,"Annual Payroll ($1,000)","7,382,786","79,106","405,627","784,100","1,160,788","2,429,621","1,918,830","1,097,345","5,445,796","1,936,990"
44211,Furniture stores,"Receipts ($1,000)","52,532,504","709,426","3,570,140","5,317,758","6,989,671","16,586,995","11,589,212","8,203,168","36,379,375","16,153,129"
442110,Furniture stores,Firms,"21,464","2,188","8,403","5,148","3,371","19,110","1,994",264,"21,368",96
442110,Furniture stores,Establishments,"29,478","2,194","8,426","5,312","3,944","19,876","3,777","2,113","25,766","3,712"
442110,Furniture stores,Employment,"262,634",0,"19,672","34,134","44,471","98,277","65,528","35,072","198,877","63,757"
442110,Furniture stores,"Annual Payroll ($1,000)","7,382,786","79,106","405,627","784,100","1,160,788","2,429,621","1,918,830","1,097,345","5,445,796","1,936,990"
442110,Furniture stores,"Receipts ($1,000)","52,532,504","709,426","3,570,140","5,317,758","6,989,671","16,586,995","11,589,212","8,203,168","36,379,375","16,153,129"
4422,Home furnishings stores,Firms,"28,442","3,059","14,640","6,100","2,949","26,748","1,435",171,"28,354",88
4422,Home furnishings stores,Establishments,"36,882","3,061","14,655","6,241","3,411","27,368","2,732","1,080","31,180","5,702"
4422,Home furnishings stores,Employment,"288,933",0,"33,055","39,714","37,805","110,574","44,410","16,916","171,900","117,033"
4422,Home furnishings stores,"Annual Payroll ($1,000)","6,381,968","93,960","683,318","954,832","1,058,382","2,790,492","1,396,267","531,035","4,717,794","1,664,174"
4422,Home furnishings stores,"Receipts ($1,000)","44,540,622","859,109","5,513,451","5,844,048","5,825,329","18,041,937","7,521,311","3,291,716","28,854,964","15,685,658"
44221,Floor covering stores,Firms,"14,231","1,333","6,828","3,248","1,812","13,221",913,82,"14,216",15
44221,Floor covering stores,Establishments,"15,765","1,335","6,836","3,331","2,080","13,582","1,675",476,"15,733",32
44221,Floor covering stores,Employment,"100,882",0,"15,771","21,388","23,538","60,697","29,567","9,081","99,345","1,537"
44221,Floor covering stores,"Annual Payroll ($1,000)","3,294,332","54,677","380,827","609,989","760,826","1,806,319","1,064,948","358,226","3,229,493","64,839"
44221,Floor covering stores,"Receipts ($1,000)","20,408,847","429,936","3,358,420","3,987,453","4,373,542","12,149,351","5,743,296","2,225,397","20,118,044","290,803"
442210,Floor covering stores,Firms,"14,231","1,333","6,828","3,248","1,812","13,221",913,82,"14,216",15
442210,Floor covering stores,Establishments,"15,765","1,335","6,836","3,331","2,080","13,582","1,675",476,"15,733",32
442210,Floor covering stores,Employment,"100,882",0,"15,771","21,388","23,538","60,697","29,567","9,081","99,345","1,537"
442210,Floor covering stores,"Annual Payroll ($1,000)","3,294,332","54,677","380,827","609,989","760,826","1,806,319","1,064,948","358,226","3,229,493","64,839"
442210,Floor covering stores,"Receipts ($1,000)","20,408,847","429,936","3,358,420","3,987,453","4,373,542","12,149,351","5,743,296","2,225,397","20,118,044","290,803"
44229,Other home furnishings stores,Firms,"14,213","1,726","7,812","2,852","1,137","13,527",523,89,"14,139",74
44229,Other home furnishings stores,Establishments,"21,117","1,726","7,819","2,910","1,331","13,786","1,057",604,"15,447","5,670"
44229,Other home furnishings stores,Employment,"188,051",0,"17,284","18,326","14,267","49,877","14,843","7,835","72,555","115,496"
44229,Other home furnishings stores,"Annual Payroll ($1,000)","3,087,636","39,283","302,491","344,843","297,556","984,173","331,319","172,809","1,488,301","1,599,335"
44229,Other home furnishings stores,"Receipts ($1,000)","24,131,775","429,173","2,155,031","1,856,595","1,451,787","5,892,586","1,778,015","1,066,319","8,736,920","15,394,855"
442291,Window treatment stores,Firms,"2,277",330,"1,351",379,136,"2,196",62,12,"2,270",7
442291,Window treatment stores,Establishments,"2,663",330,"1,353",388,153,"2,224",127,114,"2,465",198
442291,Window treatment stores,Employment,"10,656",0,"2,837","2,424","1,690","6,951","1,640",878,"9,469","1,187"
442291,Window treatment stores,"Annual Payroll ($1,000)","245,522","7,096","55,202","55,034","40,427","157,759","44,471","23,867","226,097","19,425"
442291,Window treatment stores,"Receipts ($1,000)","1,537,668","59,171","394,034","271,558","191,650","916,413","282,960","163,681","1,363,054","174,614"
442299,All other home furnishings stores,Firms,"11,944","1,396","6,461","2,473","1,004","11,334",463,78,"11,875",69
442299,All other home furnishings stores,Establishments,"18,454","1,396","6,466","2,522","1,178","11,562",930,490,"12,982","5,472"
442299,All other home furnishings stores,Employment,"177,395",0,"14,447","15,902","12,577","42,926","13,203","6,957","63,086","114,309"
442299,All other home furnishings stores,"Annual Payroll ($1,000)","2,842,114","32,187","247,289","289,809","257,129","826,414","286,848","148,942","1,262,204","1,579,910"
442299,All other home furnishings stores,"Receipts ($1,000)","22,594,107","370,002","1,760,997","1,585,037","1,260,137","4,976,173","1,495,055","902,638","7,373,866","15,220,241"
443,Electronics & appliance stores,Firms,"34,012","4,688","16,950","6,725","3,468","31,831","1,834",229,"33,894",118
443,Electronics & appliance stores,Establishments,"49,600","4,711","17,020","6,943","4,076","32,750","3,435","1,827","38,012","11,588"
443,Electronics & appliance stores,Employment,"418,725",0,"37,830","43,876","45,158","126,864","58,597","22,582","208,043","210,682"
443,Electronics & appliance stores,"Annual Payroll ($1,000)","11,608,791","168,216","776,325","1,042,834","1,255,462","3,242,837","2,093,332","861,588","6,197,757","5,411,034"
443,Electronics & appliance stores,"Receipts ($1,000)","92,280,756","1,408,544","5,691,210","6,224,857","6,947,106","20,271,717","11,491,484","5,788,203","37,551,404","54,729,352"
4431,Electronics & appliance stores,Firms,"34,012","4,688","16,950","6,725","3,468","31,831","1,834",229,"33,894",118
4431,Electronics & appliance stores,Establishments,"49,600","4,711","17,020","6,943","4,076","32,750","3,435","1,827","38,012","11,588"
4431,Electronics & appliance stores,Employment,"418,725",0,"37,830","43,876","45,158","126,864","58,597","22,582","208,043","210,682"
4431,Electronics & appliance stores,"Annual Payroll ($1,000)","11,608,791","168,216","776,325","1,042,834","1,255,462","3,242,837","2,093,332","861,588","6,197,757","5,411,034"
4431,Electronics & appliance stores,"Receipts ($1,000)","92,280,756","1,408,544","5,691,210","6,224,857","6,947,106","20,271,717","11,491,484","5,788,203","37,551,404","54,729,352"
44311,"Appliance, television, & other electronics stores",Firms,"22,427","2,967","11,180","4,499","2,357","21,003","1,201",153,"22,357",70
44311,"Appliance, television, & other electronics stores",Establishments,"34,228","2,990","11,238","4,688","2,883","21,799","2,566","1,542","25,907","8,321"
44311,"Appliance, television, & other electronics stores",Employment,"304,781",0,"25,051","29,382","30,525","84,958","37,762","16,077","138,797","165,984"
44311,"Appliance, television, & other electronics stores","Annual Payroll ($1,000)","7,897,734","90,053","469,790","649,604","772,834","1,982,281","1,161,212","500,442","3,643,935","4,253,799"
44311,"Appliance, television, & other electronics stores","Receipts ($1,000)","66,176,262","679,406","3,462,157","3,900,866","4,394,227","12,436,656","6,310,942","3,885,499","22,633,097","43,543,165"
443111,Household appliance stores,Firms,"8,471",654,"4,273","1,986","1,024","7,937",463,49,"8,449",22
443111,Household appliance stores,Establishments,"10,002",654,"4,291","2,093","1,244","8,282",806,312,"9,400",602
443111,Household appliance stores,Employment,"63,574",0,"9,806","13,057","13,180","36,043","14,009","4,726","54,778","8,796"
443111,Household appliance stores,"Annual Payroll ($1,000)","1,640,701","17,115","180,334","273,911","313,317","784,677","412,261","167,243","1,364,181","276,520"
443111,Household appliance stores,"Receipts ($1,000)","12,618,824","151,546","1,445,625","1,857,705","2,129,031","5,583,907","2,801,020","1,505,858","9,890,785","2,728,039"
